Fiscal Year,Contracting Agency ID,Contracting Agency Name,Product or Service Code,Product or Service Description,Base and Exercised Options Value,Base and All Options Value (Total Contract Value),Non Government Dollars,Dollars Obligated,Number of Actions,Number of Records
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC41,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,2100,DEPT OF THE ARMY,AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),"$21,629,841.41 ","$89,767,822.41 ","$1,842,094.11 ","$10,086,146.90 ",10 ,10 
2020,5700,DEPT OF THE AIR FORCE,AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$20,334,188.10 ","$23,851,384.10 ",$0.00 ,"$16,369,994.10 ",10 ,10 
2020,1700,DEPT OF THE NAVY,AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),"$29,764,798.15 ","$32,383,123.44 ",$0.00 ,"$29,727,825.15 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),"$3,797,241,126.87 ","$2,815,859,206.43 ",$0.00 ,"$2,136,513,352.55 ",145 ,145 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),"$4,630,520.94 ","$4,630,520.94 ",$0.00 ,"$4,630,520.94 ",25 ,25 
2020,1700,DEPT OF THE NAVY,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$5,951,921.07 ","$5,951,921.07 ",$0.00 ,"$4,792,310.82 ",25 ,25 
2020,2100,DEPT OF THE ARMY,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$37,650,426.00 ","$59,687,437.46 ",$0.00 ,"$38,723,002.05 ",21 ,21 
2020,5700,DEPT OF THE AIR FORCE,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$67,216,816.00 ","$81,348,816.00 ","$16,800,000.00 ","$49,054,498.00 ",29 ,29 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$819,843.53 ","$819,843.53 ",$0.00 ,"$819,843.53 ",2 ,2 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$6,104,195.00 ","$6,265,646.00 ",$0.00 ,"$6,088,666.69 ",13 ,13 
2020,1700,DEPT OF THE NAVY,AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),"$37,292,439.17 ","$44,803,009.01 ",$0.00 ,"$25,676,771.28 ",45 ,45 
2020,1700,DEPT OF THE NAVY,AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),"$8,629,616.68 ","$8,629,616.68 ",$0.00 ,"$8,629,616.68 ",9 ,9 
2020,2100,DEPT OF THE ARMY,AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),"$491,456.69 ","$25,763,143.68 ",$0.00 ,"$491,456.69 ",1 ,1 
2020,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),"$6,320,150.30 ","$6,320,150.30 ",$0.00 ,"$4,889,975.55 ",2 ,2 
2020,1700,DEPT OF THE NAVY,AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$14,855,574.27 ","$14,855,574.27 ",$0.00 ,"$14,855,574.27 ",11 ,11 
2020,2100,DEPT OF THE ARMY,AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,5700,DEPT OF THE AIR FORCE,AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),"$15,849,672.00 ","$15,849,672.00 ",$0.00 ,"$15,849,672.00 ",5 ,5 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$536,248.00 ","$1,072,495.00 ",$0.00 ,"$536,248.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),"$137,661.00 ",$0.00 ,$0.00 ,"$137,661.00 ",3 ,3 
2020,2100,DEPT OF THE ARMY,AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD12,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$25,728,851.00 ","$26,662,496.00 ",$0.00 ,"$25,728,851.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,AD13,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),"$13,604,738.78 ","$37,324,882.31 ","$150,000.00 ","$13,437,979.45 ",11 ,11 
2020,2100,DEPT OF THE ARMY,AD14,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),"$7,533,325.00 ","$10,957,795.19 ",$0.00 ,"$7,533,325.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),"$26,152.48 ","$26,152.48 ",$0.00 ,"$26,152.48 ",1 ,1 
2020,1700,DEPT OF THE NAVY,AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),"$4,861,338.24 ","$4,748,156.30 ",$0.00 ,"$7,251,056.24 ",9 ,9 
2020,2100,DEPT OF THE ARMY,AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$2,204,352.82 ","$3,474,453.95 ",$0.00 ,"$2,204,352.82 ",6 ,6 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,072,145.71 ","$1,072,145.71 ",$0.00 ,"$1,072,145.71 ",5 ,5 
2020,1700,DEPT OF THE NAVY,AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),"$62,594,742.77 ","$116,419,355.77 ",$0.00 ,"$62,458,543.77 ",33 ,33 
2020,2100,DEPT OF THE ARMY,AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),"$7,484,785,800.25 ","$5,539,688,300.25 ",$0.00 ,"$7,141,040,958.67 ",32 ,32 
2020,2100,DEPT OF THE ARMY,AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),"$21,690,374.00 ","$21,690,374.00 ",$0.00 ,"$14,407,257.00 ",8 ,8 
2020,5700,DEPT OF THE AIR FORCE,AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),"$11,615,492.00 ","$11,615,492.00 ",$0.00 ,"$4,247,978.40 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),"$12,270,832.24 ","$12,914,428.67 ",$0.00 ,"$9,039,978.14 ",6 ,6 
2020,1700,DEPT OF THE NAVY,AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),"$1,853,431.00 ","$1,853,431.00 ",$0.00 ,"$1,853,431.00 ",20 ,20 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AD64,R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT),"$451,455.04 ","$1,518,600.00 ",$0.00 ,"$451,455.04 ",1 ,1 
2020,2100,DEPT OF THE ARMY,AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),"$1,151,894,239.65 ","$1,499,676,855.91 ",$0.00 ,"$238,867,377.72 ",52 ,52 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),"$50,780,123.00 ","$167,971,290.00 ","$217,172,014.00 ","$54,082,867.00 ",226 ,226 
2020,1700,DEPT OF THE NAVY,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$129,470,219.69 ","$364,826,255.79 ",$0.00 ,"$95,080,556.36 ",146 ,146 
2020,2100,DEPT OF THE ARMY,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$3,009,116.00 ","$3,009,116.00 ",$0.00 ,"$3,009,116.00 ",4 ,4 
2020,5700,DEPT OF THE AIR FORCE,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$200,100,910.52 ","$201,844,743.98 ","$180,755,334.47 ","$203,510,877.51 ",249 ,249 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,11 ,11 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$177,294,534.42 ","$261,803,539.42 ","$3,338,230.00 ","$151,383,352.81 ",181 ,181 
2020,1700,DEPT OF THE NAVY,AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$201,119,082.36 ","$11,845,013.14 ",$0.00 ,"$194,676,267.30 ",32 ,32 
2020,2100,DEPT OF THE ARMY,AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$18,331,365.39 ","$17,500,991.15 ",$0.00 ,"$38,388,017.82 ",11 ,11 
2020,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$3,147,532.00 ","$8,240,841.00 ",$0.00 ,"$3,147,532.00 ",5 ,5 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,8 ,8 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$215,816,148.54 ","$322,603,914.54 ","$48,084,260.29 ","$50,300,169.37 ",36 ,36 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"$3,633,810.00 ","$3,633,810.00 ",$0.00 ,"$2,281,250.00 ",3 ,3 
2020,2100,DEPT OF THE ARMY,AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"$1,279,384,397.65 ","$297,993,034.59 ","$330,658.00 ","$1,239,300,284.69 ",132 ,132 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"$193,919,734.50 ","$118,116,966.20 ",$0.00 ,"$220,407,924.89 ",57 ,57 
2020,1700,DEPT OF THE NAVY,AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$34,177,414.05 ","$34,177,414.05 ",$0.00 ,"$34,177,414.05 ",8 ,8 
2020,2100,DEPT OF THE ARMY,AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"($300,000.00)","($300,000.00)",$0.00 ,$0.00 ,1 ,1 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$430,181.00 ","$430,181.00 ",$0.00 ,"$430,181.00 ",2 ,2 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AD96,R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT),"$749,953.00 ","$749,953.00 ",$0.00 ,"$749,953.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,AE13,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),"$31,306,127.36 ","$81,710,822.17 ",$0.00 ,"$27,031,857.36 ",11 ,11 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AG54,R&D- ENERGY: NUCLEAR (ENGINEERING DEVELOPMENT),"$120,588,931.00 ","$120,588,931.00 ",$0.00 ,"$40,212,036.00 ",11 ,11 
2020,2100,DEPT OF THE ARMY,AJ13,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ADVANCED DEVELOPMENT),"($2,427,477.00)",$0.00 ,$0.00 ,"($2,427,477.00)",6 ,6 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AJ22,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$899,938.72 ","$899,938.72 ",$0.00 ,"$899,938.72 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AJ25,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),"$8,768,657.37 ","$8,768,657.37 ",$0.00 ,"$8,768,657.37 ",6 ,6 
2020,2100,DEPT OF THE ARMY,AJ41,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (BASIC RESEARCH),"$5,857,903.00 ",$0.00 ,$0.00 ,"$5,857,903.00 ",3 ,3 
2020,7001,OFFICE OF PROCUREMENT OPERATIONS,AJ42,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),AJ43,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ADVANCED DEVELOPMENT),"$1,555,005.85 ","$1,555,005.85 ",$0.00 ,"$1,555,005.85 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AJ53,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2020,2100,DEPT OF THE ARMY,AN11,R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),"$255,000.00 ","$255,000.00 ",$0.00 ,"$255,000.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,AN12,R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$521,218,643.78 ","$561,149,019.25 ",$0.00 ,"$511,883,336.27 ",58 ,58 
2020,2100,DEPT OF THE ARMY,AN13,R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT),"$50,707,383.58 ","$54,081,640.00 ",$0.00 ,"$32,677,425.58 ",4 ,4 
2020,2100,DEPT OF THE ARMY,AN14,R&D- MEDICAL: BIOMEDICAL (ENGINEERING DEVELOPMENT),"$26,621,203.00 ","$26,621,203.00 ",$0.00 ,"$5,212,241.22 ",1 ,1 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,AN43,R&D- MEDICAL: HEALTH SERVICES (ADVANCED DEVELOPMENT),"$6,298,377.00 ","$6,298,377.00 ",$0.00 ,"$6,298,377.00 ",3 ,3 
2020,2100,DEPT OF THE ARMY,AN93,R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT),"$261,080,095.50 ","$263,903,695.87 ","$24,092,400.00 ","$196,445,249.92 ",86 ,86 
2020,2100,DEPT OF THE ARMY,AN94,R&D- MEDICAL: OTHER (ENGINEERING DEVELOPMENT),"$21,815,658.90 ","$21,815,658.90 ",$0.00 ,"$7,395,880.70 ",7 ,7 
2020,5700,DEPT OF THE AIR FORCE,AN95,R&D- MEDICAL: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$422,312.21 ","$422,312.21 ",$0.00 ,"$422,312.21 ",3 ,3 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,AR41,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)","$6,755,000.00 ","$6,755,000.00 ",$0.00 ,"$6,755,000.00 ",4 ,4 
2020,5700,DEPT OF THE AIR FORCE,AR75,R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,"$348,090,079.00 ",12 ,12 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AR75,R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,3 ,3 
2020,5700,DEPT OF THE AIR FORCE,AR94,R&D- SPACE: OTHER (ENGINEERING DEVELOPMENT),"$697,272.03 ","$697,272.03 ",$0.00 ,"$697,272.03 ",1 ,1 
2020,1700,DEPT OF THE NAVY,AT33,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ADVANCED DEVELOPMENT),"$199,892.49 ","$199,892.49 ",$0.00 ,"$199,892.49 ",1 ,1 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AT34,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ENGINEERING DEVELOPMENT),"$2,159,455.00 ","$2,850,955.00 ",$0.00 ,"$1,159,455.00 ",4 ,4 
2020,1406,DEPARTMENTAL OFFICES,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$98,864,609.60 ","$97,476,906.82 ",$0.00 ,"$103,742,775.60 ",43 ,43 
2020,2100,DEPT OF THE ARMY,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$44,815,358.35 ","$46,479,666.20 ",$0.00 ,"$41,567,902.35 ",71 ,71 
2020,7001,OFFICE OF PROCUREMENT OPERATIONS,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$31,295,266.68 ",$0.00 ,$0.00 ,"$31,295,266.68 ",2 ,2 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$1,525,995.80 ","$1,530,269.46 ",$0.00 ,"$1,525,995.80 ",6 ,6 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$20,767,581.74 ","$194,908,768.00 ",$0.00 ,"$20,767,581.74 ",7 ,7 
2020,1406,DEPARTMENTAL OFFICES,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,"$408,603.00 ",1 ,1 
2020,1700,DEPT OF THE NAVY,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$3,033,774.00 ","$3,033,774.00 ",$0.00 ,"$3,033,774.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$115,005,428.75 ","$103,168,540.15 ",$0.00 ,"$110,740,105.58 ",26 ,26 
2020,7001,OFFICE OF PROCUREMENT OPERATIONS,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$9,684,251.71 ","$9,684,251.71 ","$199,984.00 ","$8,141,889.74 ",70 ,70 
2020,2100,DEPT OF THE ARMY,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$7,380,295.26 ","$5,689,318.26 ",$0.00 ,"$7,380,295.26 ",33 ,33 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,8 ,8 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$2,185,620.00 ","$2,185,620.00 ",$0.00 ,"$2,185,620.00 ",4 ,4 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$49,399,580.00 ","$49,399,580.00 ","$11,000,000.00 ","$65,893,295.00 ",5 ,5 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$28,434,248.88 ","$30,249,243.46 ",$0.00 ,"$20,343,158.37 ",52 ,52 
2020,1700,DEPT OF THE NAVY,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$1,404,900.00 ","$1,404,900.00 ",$0.00 ,"$1,404,900.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$90,180,559.67 ","$78,288,074.74 ",$0.00 ,"$80,483,215.59 ",112 ,112 
2020,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,"$5,000,000.00 ",1 ,1 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$44,194,919.00 ","$53,476,631.00 ",$0.00 ,"$12,297,500.00 ",9 ,9 
2020,2100,DEPT OF THE ARMY,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$92,015,340.00 ","$193,725,756.00 ",$0.00 ,"$28,601,254.00 ",2 ,2 
2020,5700,DEPT OF THE AIR FORCE,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$1,000,000.00 ","$1,000,000.00 ",$0.00 ,"$1,000,000.00 ",5 ,5 
2020,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$33,299,516.09 ","$85,666,844.06 ",$0.00 ,"$32,257,854.05 ",43 ,43 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$5,782,672.00 ","$5,782,672.00 ",$0.00 ,"$5,782,672.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,"$6,870,929.42 ","$6,870,929.42 ",$0.00 ,"$2,846,597.27 ",4 ,4 
2020,2100,DEPT OF THE ARMY,B541,SPECIAL STUDIES/ANALYSIS- DEFENSE,"$7,369,845.57 ","$12,139,410.99 ",$0.00 ,"$4,719,224.48 ",4 ,4 
2020,2100,DEPT OF THE ARMY,B599,SPECIAL STUDIES/ANALYSIS- OTHER,"$5,582,386.02 ","$3,932,386.02 ",$0.00 ,"$5,582,386.02 ",5 ,5 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,B599,SPECIAL STUDIES/ANALYSIS- OTHER,"$1,281,224.92 ",$0.00 ,$0.00 ,"$1,281,224.92 ",1 ,1 
